Country,Actor_1,Actor_2,QH_Category_1,QH_Category_2,Weight
CAN,Bank of Canada,Tri-Agency EDI Action Plan,Government,not an actor,1
CAN,Bank of Canada,U.S. National Science Foundation,Government,Government,1
CAN,Bank of Canada,UK Research and Innovation (UKRI),Government,Government,1
CAN,Bank of Canada,UKRI,Government,Government,1
CAN,Bank of Canada,University of Waterloo,Government,Academia,1
CAN,Bank of Canada,Université de Sherbrooke,Government,Academia,1
CAN,Bank of Canada,World Economic Forum,Government,Civil Society,1
CAN,Bank of Canada,Xanadu,Government,Industry,1
CAN,Budget 2022,Business Development Bank of Canada,not an actor,Government,1
CAN,Budget 2022,C2MI,not an actor,Civil Society,1
CAN,Budget 2022,CED,not an actor,Government,1
CAN,Budget 2022,CFI,not an actor,Government,1
CAN,Budget 2022,Canada Economic Development for Quebec Regions,not an actor,Government,1
CAN,Budget 2022,Canada Foundation for Innovation,not an actor,Government,1
CAN,Budget 2022,Canadian Armed Forces,not an actor,Government,1
CAN,Budget 2022,Canadian Institute for Advanced Research CIFAR,not an actor,Academia,1
CAN,Budget 2022,Canadian International Innovation Program,not an actor,not an actor,1
CAN,Budget 2022,Commercialization Stakeholders,not an actor,not specfied,1
CAN,Budget 2022,Deep Tech Venture Fund,not an actor,not an actor,1
CAN,Budget 2022,EDI,not an actor,not an actor,1
CAN,Budget 2022,ESDC,not an actor,Government,1
CAN,Budget 2022,Employment and Social Development Canada,not an actor,Government,1
CAN,Budget 2022,FedDev Ontario,not an actor,Government,1
CAN,Budget 2022,Federal Economic Development Agency for Southern Ontario,not an actor,Government,1
CAN,Budget 2022,GAC,not an actor,Government,1
CAN,Budget 2022,Global Affairs Canada,not an actor,Government,1
CAN,Budget 2022,Global Innovation Clusters,not an actor,not an actor,1
CAN,Budget 2022,Government of Canada,not an actor,Government,1
CAN,Budget 2022,IDEaS Innovation for Defence Excellence and Security,not an actor,not an actor,1
CAN,Budget 2022,IRAP,not an actor,Government,1
CAN,Budget 2022,ISC,not an actor,not an actor,1
CAN,Budget 2022,"Immigration, Refugees and Citizenship Canada",not an actor,Government,1
CAN,Budget 2022,Innovative Solutions Canada,not an actor,not an actor,1
CAN,Budget 2022,International Summer School for Young Physicists,not an actor,not an actor,1
CAN,Budget 2022,MiQro Innovation Collaborative Center,not an actor,Civil Society,1
CAN,Budget 2022,Mitacs Accelerate International,not an actor,not an actor,1
CAN,Budget 2022,NQS,not an actor,not an actor,1
CAN,Budget 2022,NRC IRAP,not an actor,Government,1
CAN,Budget 2022,NRC’s Industrial Research Assistance Program,not an actor,Government,1
CAN,Budget 2022,NSF,not an actor,Government,1
CAN,Budget 2022,National Science Foundation,not an actor,Government,1
CAN,Budget 2022,National Security Guidelines for Research Partnerships,not an actor,not an actor,1
CAN,Budget 2022,National Security Review of Investments,not an actor,not an actor,1
CAN,Budget 2022,Nord Quantique,not an actor,Industry,1
CAN,Budget 2022,PSI Start program,not an actor,not an actor,1
CAN,Budget 2022,PacifiCan,not an actor,Government,1
CAN,Budget 2022,Perimeter,not an actor,Academia,1
CAN,Budget 2022,PrairiesCan,not an actor,Government,1
CAN,Budget 2022,Public Service Commission of Canada,not an actor,Government,1
CAN,Budget 2022,QEYSSat,not an actor,not an actor,1
CAN,Budget 2022,Quantum Algorithms Institute,not an actor,Civil Society,1
CAN,Budget 2022,Quantum Computing,not an actor,not an actor,1
CAN,Budget 2022,Quantum Encryption and Science Satellite,not an actor,not an actor,1
CAN,Budget 2022,REGI,not an actor,not an actor,1
CAN,Budget 2022,Regional Economic Growth through Innovation program,not an actor,not an actor,1
CAN,Budget 2022,SIF,not an actor,not an actor,1
CAN,Budget 2022,Standards Council of Canada,not an actor,Government,1
CAN,Budget 2022,Strategic Innovation Fund,not an actor,not an actor,1
CAN,Budget 2022,The National Quantum Strategy,not an actor,not an actor,1
CAN,Budget 2022,WD,not an actor,Government,1
CAN,Budget 2022,Western Economic Diversification,not an actor,Government,1
CAN,Budget 2022,pillar RESEARCH PILLAR Research,not an actor,not specified,1
CAN,Business Development Bank of Canada,C2MI,Government,Civil Society,1
CAN,Business Development Bank of Canada,CED,Government,Government,1
CAN,Business Development Bank of Canada,CFI,Government,Government,1
CAN,Business Development Bank of Canada,CFREF,Government,not an actor,1
CAN,Business Development Bank of Canada,CIFAR,Government,Academia,1
CAN,Business Development Bank of Canada,CSA,Government,Government,1
CAN,Business Development Bank of Canada,Canada Economic Development for Quebec Regions,Government,Government,1
CAN,Business Development Bank of Canada,Canada First Research Excellence Fund,Government,not an actor,1
CAN,Business Development Bank of Canada,Canada Foundation for Innovation,Government,Government,1
CAN,Business Development Bank of Canada,Canadian Armed Forces,Government,Government,1
CAN,Business Development Bank of Canada,Canadian Coast Guard,Government,Government,1
CAN,Business Development Bank of Canada,Canadian Institute for Advanced Research CIFAR,Government,Academia,1
CAN,Business Development Bank of Canada,Canadian International Innovation Program,Government,not an actor,1
CAN,Business Development Bank of Canada,Canadian Space Agency,Government,Government,1
CAN,Business Development Bank of Canada,Commercialization Stakeholders,Government,not specfied,1
CAN,Business Development Bank of Canada,Deep Tech Venture Fund,Government,not an actor,1
CAN,Business Development Bank of Canada,Directive on Security Management,Government,not relevant (from Footnotes),1
CAN,Business Development Bank of Canada,EDI,Government,not an actor,1
CAN,Business Development Bank of Canada,ESDC,Government,Government,1
CAN,Business Development Bank of Canada,Employment and Social Development Canada,Government,Government,1
CAN,Business Development Bank of Canada,FedDev Ontario,Government,Government,1
CAN,Business Development Bank of Canada,Federal Economic Development Agency for Southern Ontario,Government,Government,1
CAN,Business Development Bank of Canada,Federal department,Government,not specified,1
CAN,Business Development Bank of Canada,GAC,Government,Government,1
CAN,Business Development Bank of Canada,Global Affairs Canada,Government,Government,1
CAN,Business Development Bank of Canada,Global Industry Analysts Inc.,Government,not relevant (from Footnotes),1
CAN,Business Development Bank of Canada,Global Innovation Clusters,Government,not an actor,1
CAN,Business Development Bank of Canada,Government of Alberta,Government,Government,1
CAN,Business Development Bank of Canada,Government of British Columbia,Government,Government,1
CAN,Business Development Bank of Canada,Government of Canada,Government,Government,1
CAN,Business Development Bank of Canada,Government of Ontario,Government,Government,1
CAN,Business Development Bank of Canada,IDEaS Innovation for Defence Excellence and Security,Government,not an actor,1
CAN,Business Development Bank of Canada,IRAP,Government,Government,1
CAN,Business Development Bank of Canada,ISC,Government,not an actor,1
CAN,Business Development Bank of Canada,ITB,Government,not an actor,1
CAN,Business Development Bank of Canada,ITB Policy,Government,not an actor,1
CAN,Business Development Bank of Canada,"Immigration, Refugees and Citizenship Canada",Government,Government,1
CAN,Business Development Bank of Canada,Innovative Solutions Canada,Government,not an actor,1
CAN,Business Development Bank of Canada,International Summer School for Young Physicists,Government,not an actor,1
CAN,Business Development Bank of Canada,MiQro Innovation Collaborative Center,Government,Civil Society,1
CAN,Business Development Bank of Canada,Mitacs Accelerate International,Government,not an actor,1
CAN,Business Development Bank of Canada,NFRF,Government,not an actor,1
CAN,Business Development Bank of Canada,NQS,Government,not an actor,1
CAN,Business Development Bank of Canada,NQS Secretariat,Government,Government,1
CAN,Business Development Bank of Canada,NRC,Government,Academia,1
CAN,Business Development Bank of Canada,NRC IRAP,Government,Government,1
CAN,Business Development Bank of Canada,NRC’s Industrial Research Assistance Program,Government,Government,1
CAN,Business Development Bank of Canada,NSERC,Government,Government,1
CAN,Business Development Bank of Canada,NSF,Government,Government,1
CAN,Business Development Bank of Canada,National Research Council of Canada,Government,Academia,1
CAN,Business Development Bank of Canada,National Science Foundation,Government,Government,1
CAN,Business Development Bank of Canada,National Security Guidelines for Research Partnerships,Government,not an actor,1
CAN,Business Development Bank of Canada,National Security Review of Investments,Government,not an actor,1
CAN,Business Development Bank of Canada,Natural Sciences and Engineering Research Council of Canada,Government,Government,1
CAN,Business Development Bank of Canada,New Frontiers in Research Fund,Government,not an actor,1
CAN,Business Development Bank of Canada,Nord Quantique,Government,Industry,1
CAN,Business Development Bank of Canada,PSI Start program,Government,not an actor,1
CAN,Business Development Bank of Canada,PacifiCan,Government,Government,1
CAN,Business Development Bank of Canada,Pacific Economic Development Canada,Government,Government,1
CAN,Business Development Bank of Canada,Perimeter,Government,Academia,1
CAN,Business Development Bank of Canada,Perimeter Institute for Theoretical Physics,Government,Academia,1
CAN,Business Development Bank of Canada,Prairies Economic Development Canada,Government,Government,1
CAN,Business Development Bank of Canada,PrairiesCan,Government,Government,1
CAN,Business Development Bank of Canada,Public Service Commission of Canada,Government,Government,1
CAN,Business Development Bank of Canada,QEYSSat,Government,not an actor,1
CAN,Business Development Bank of Canada,Quantum Algorithms Institute,Government,Civil Society,1
CAN,Business Development Bank of Canada,Quantum Committee,Government,not an actor,1
CAN,Business Development Bank of Canada,Quantum Computing,Government,not an actor,1
CAN,Business Development Bank of Canada,Quantum Encryption and Science Satellite,Government,not an actor,1
CAN,Business Development Bank of Canada,REGI,Government,not an actor,1
CAN,Business Development Bank of Canada,Regional Economic Growth through Innovation program,Government,not an actor,1
CAN,Business Development Bank of Canada,SIF,Government,not an actor,1
CAN,Business Development Bank of Canada,STDP,Government,not an actor,1
CAN,Business Development Bank of Canada,Space Technology Development Program,Government,not an actor,1
CAN,Business Development Bank of Canada,Standards Council of Canada,Government,Government,1
CAN,Business Development Bank of Canada,Strategic Innovation Fund,Government,not an actor,1
CAN,Business Development Bank of Canada,The National Quantum Strategy,Government,not an actor,1
CAN,Business Development Bank of Canada,University of Alberta,Government,Academia,1
CAN,Business Development Bank of Canada,University of Calgary,Government,Academia,1
CAN,Business Development Bank of Canada,University of Lethbridge,Government,Academia,1
CAN,Business Development Bank of Canada,WD,Government,Government,1
CAN,Business Development Bank of Canada,Western Economic Diversification,Government,Government,1
CAN,Business Development Bank of Canada,pillar RESEARCH PILLAR Research,Government,not specified,1
CAN,C2MI,CED,Civil Society,Government,1
CAN,C2MI,CFI,Civil Society,Government,1
CAN,C2MI,Canada Economic Development for Quebec Regions,Civil Society,Government,1
CAN,C2MI,Canada Foundation for Innovation,Civil Society,Government,1
CAN,C2MI,Canadian Armed Forces,Civil Society,Government,1
CAN,C2MI,Canadian Institute for Advanced Research CIFAR,Civil Society,Academia,1
CAN,C2MI,Canadian International Innovation Program,Civil Society,not an actor,1
CAN,C2MI,Commercialization Stakeholders,Civil Society,not specfied,1
CAN,C2MI,Deep Tech Venture Fund,Civil Society,not an actor,1
CAN,C2MI,EDI,Civil Society,not an actor,1
CAN,C2MI,ESDC,Civil Society,Government,1
CAN,C2MI,Employment and Social Development Canada,Civil Society,Government,1
CAN,C2MI,FedDev Ontario,Civil Society,Government,1
CAN,C2MI,Federal Economic Development Agency for Southern Ontario,Civil Society,Government,1
CAN,C2MI,GAC,Civil Society,Government,1
CAN,C2MI,Global Affairs Canada,Civil Society,Government,1
CAN,C2MI,Global Innovation Clusters,Civil Society,not an actor,1
CAN,C2MI,Government of Canada,Civil Society,Government,1
CAN,C2MI,IDEaS Innovation for Defence Excellence and Security,Civil Society,not an actor,1
CAN,C2MI,IRAP,Civil Society,Government,1
CAN,C2MI,ISC,Civil Society,not an actor,1
CAN,C2MI,"Immigration, Refugees and Citizenship Canada",Civil Society,Government,1
CAN,C2MI,Innovative Solutions Canada,Civil Society,not an actor,1
CAN,C2MI,International Summer School for Young Physicists,Civil Society,not an actor,1
CAN,C2MI,MiQro Innovation Collaborative Center,Civil Society,Civil Society,1
CAN,C2MI,Mitacs Accelerate International,Civil Society,not an actor,1
CAN,C2MI,NQS,Civil Society,not an actor,1
CAN,C2MI,NRC IRAP,Civil Society,Government,1
CAN,C2MI,NRC’s Industrial Research Assistance Program,Civil Society,Government,1
CAN,C2MI,NSF,Civil Society,Government,1
CAN,C2MI,National Science Foundation,Civil Society,Government,1
CAN,C2MI,National Security Guidelines for Research Partnerships,Civil Society,not an actor,1
CAN,C2MI,National Security Review of Investments,Civil Society,not an actor,1
CAN,C2MI,Nord Quantique,Civil Society,Industry,1
CAN,C2MI,PSI Start program,Civil Society,not an actor,1
CAN,C2MI,PacifiCan,Civil Society,Government,1
CAN,C2MI,Perimeter,Civil Society,Academia,1
CAN,C2MI,PrairiesCan,Civil Society,Government,1
CAN,C2MI,Public Service Commission of Canada,Civil Society,Government,1
CAN,C2MI,QEYSSat,Civil Society,not an actor,1
CAN,C2MI,Quantum Algorithms Institute,Civil Society,Civil Society,1
CAN,C2MI,Quantum Computing,Civil Society,not an actor,1
CAN,C2MI,Quantum Encryption and Science Satellite,Civil Society,not an actor,1
CAN,C2MI,REGI,Civil Society,not an actor,1
CAN,C2MI,Regional Economic Growth through Innovation program,Civil Society,not an actor,1
CAN,C2MI,SIF,Civil Society,not an actor,1
CAN,C2MI,Standards Council of Canada,Civil Society,Government,1
CAN,C2MI,Strategic Innovation Fund,Civil Society,not an actor,1
CAN,C2MI,The National Quantum Strategy,Civil Society,not an actor,1
CAN,C2MI,WD,Civil Society,Government,1
CAN,C2MI,Western Economic Diversification,Civil Society,Government,1
CAN,C2MI,pillar RESEARCH PILLAR Research,Civil Society,not specified,1
CAN,CED,CFI,Government,Government,1
CAN,CED,Canada Economic Development for Quebec Regions,Government,Government,1
CAN,CED,Canada Foundation for Innovation,Government,Government,1
CAN,CED,Canadian Armed Forces,Government,Government,1
